,FileName,Sentences,Label,text,AugmentedText
806,Ses01M_script01_1_F036,You have a business here. I said what the hell is this?,ang,YOU HAVE A BUSINESS HERE . I SAID WHAT THE HELL IS THIS .,"I said, what the hell is that?"
807,Ses01M_script01_1_F037,"Oh, must you be inspired.",ang,OH MUST YOU BE INSPIRED .,"Oh, you must be inspired."
808,Ses01M_script01_1_F039,"Well, you don't want to think like that.",ang,WELL YOU DON'T WANT TO THINK LIKE THAT .,"Well, you don't want to think that way."
809,Ses01M_script01_1_F040,"All right but you don't think like that because what the hell is this all for. This is all for you, what are we working for Chris? The whole shooting match is for you.",ang,ALL RIGHT BUT YOU DON'T THINK LIKE THAT . BECAUSE WHAT THE HELL IS THIS ALL FOR . THIS IS ALL FOR YOU WHAT ARE WE WORKING FOR CHRIS  THE  WHOLE SHOOTING MATCH IS FOR YOU .,"Everything's fine, but you don't think so because it's all just for you, what do we work for Chris for?"
810,Ses01M_script01_1_F041,"Well, you don't think like that.",ang,WELL YOU DON'T  THINK LIKE  THAT .,"Well, you don't think so."
811,Ses01M_script01_1_F042,"I don't understand you, do I?",ang,I DON'T UNDERSTAND YOU DO I .,"I don't understand you, do I?"
812,Ses01M_script01_1_F043,"Well, I can see that.",ang,WELL I CAN SEE THAT .,I can see that.
813,Ses01M_script01_1_M000,He saw it.,neu,HE SAW IT .,He saw it.
814,Ses01M_script01_1_M002,I was out here at four this morning I heard a crack and I looked out the window and he was standing right over there.,neu,I WAS OUT HERE AT FOUR THIS MORNING I HEARD A CRACK AND I LOOKED OUT THE WINDOW AND HE WAS STANDING RIGHT OVER THERE .,"I was here at four o'clock, I heard a crack and I looked out the window and he was standing over there."
815,Ses01M_script01_1_M003,I don't know. But he went back in the kitchen and he cried.,sad,I DON'T KNOW BUT  HE WENT BACK IN THE KITCHEN AND HE CRIED .,"I don't know, but he went back to the kitchen and cried."
816,Ses01M_script01_1_M004,No. I figured I'd just let it wait.,sad,NO I FIGURED I'D JUST . LET IT WAIT .,"No, I thought I'd just keep it waiting."
817,Ses01M_script01_1_M005,"Yeah, I could hear him crying through the floorboards in my room.",sad,YEAH  I COULD HEAR HIM CRYING THROUGH THE FLOORBOARDS IN MY ROOM .,"Yeah, I could hear him crying through the floor plates in my room."
818,Ses01M_script01_1_M006,I don't know.,sad,I DON'T KNOW .,I don't know.
819,Ses01M_script01_1_M007,I guess he is.,sad,I GUESS HE IS .,I think that's him.
820,Ses01M_script01_1_M017,I'm going to ask her to marry me.,neu,I'M GOING TO ASK HER TO MARRY ME .,I'm gonna ask him to marry me.
821,Ses01M_script01_1_M020,"See. Then it's not just my business. Sometimes you infuriate me, you know that? You know it's just your business too if I tell father and he throws a fit about it, huh?",ang,SEE . THEN IT'S NOT JUST MY BUSINESS  SOMETIMES YOU INFURIATE ME YOU KNOW THAT  YOU KNOW IT'S JUST YOUR BUSINESS TOO IF I TELL FATHER AND HE . THROWS A FIT ABOUT IT  HUH .,"Sometimes you piss me off, you know, it's only your thing if I tell Dad and he gets excited about it, huh?"
822,Ses01M_script01_1_M021,She is not Larry's girl.,ang,SHE IS NOT LARRY'S GIRL .,She's not Larry's girl.
823,Ses01M_script01_1_M023,To hell with that.,ang,TO HELL WITH THAT .,The hell with it.
824,Ses01M_script01_1_M024,"No, I wanted to get this all sorted out first.",sad,NO I WANTED TO GET THIS ALL SORTED OUT FIRST .,"No, I just wanted to figure this out."
825,Ses01M_script01_1_M034,Business? The business doesn't inspire me.,ang,BUSINESS  THE BUSINESS DOESN'T INSPIRE ME .,The business doesn't inspire me.
826,Ses01M_script01_1_M035,"Yes, yes I like it for one hour a day. I don't care if I have to grub for money all day long when I come home I want it nice, I want a family, I want to kids and Annie is in the center of that.",ang,YES YES I LIKE IT FOR ONE HOUR A DAY  I DON'T CARE IF I HAVE TO GRUB FOR MONEY ALL DAY LONG WHEN I COME HOME . I WANT IT NICE I WANT A FAMILY I WANT TO KIDS . AND ANNIE IS IN THE CENTER OF THAT .,"Yes, yes, I like it for an hour a day. I don't care if I have to rub for money all day when I come home, I want it nice, I want a family, I want to"
827,Ses01M_script01_1_M037,"Yes, on this I would.",neu,YES ON THIS I WOULD .,"Yes, I would."
828,Ses01M_script01_1_M038,Then help me stay here mom.,sad,THEN HELP ME STAY HERE MOM .,"Then help me stay here, Mom."
829,Ses01M_script01_1_M040,Then help me stay.,sad,THEN HELP ME STAY .,Then help me stay.
830,Ses01M_script01_1_M041,I am thinking like that.,ang,I AM THINKING LIKE THAT .,I think so.
831,Ses01M_script01_1_M042,"No, you don't. I'm a pretty tough guy.",sad,NO YOU DON'T I'M A PRETTY TOUGH GUY .,"No, you're not. I'm a pretty tough guy."
832,Ses01M_script01_2_F000,Why did he invite her here?,ang,WHY DID HE INVITE HER HERE .,Why did he invite her here?
833,Ses01M_script01_2_F001,It's been three and a half years. Why all of a sudden?,ang,IT'S BEEN THREE AND A HALF YEARS WHY ALL OF A SUDDEN .,It's been three and a half years.
834,Ses01M_script01_2_F004,"What is going on here, Joe?",ang,WHAT  IS GOING ON HERE JOE .,"What's going on here, Joe?"
835,Ses01M_script01_2_F005,The girl is not Larry's. If the girl is Larry's girl she's not his she know she's not.,ang,THE GIRL IS NOT LARRY'S IF THE GIRL IS LARRY'S GIRL  SHE'S NOT HIS SHE KNOW SHE'S NOT .,"The girl doesn't belong to Larry, if the girl is Larry's girl, then she doesn't know she isn't."
836,Ses01M_script01_2_F009,"I want you to---act like he is coming back. Don't think I haven't noticed you, both of you since Chris invited her here. I won't stand for any nonsense.",ang,I WANT YOU TO ACT LIKE HE IS COMING BACK  DON'T THINK I HAVEN'T NOTICED YOU  BOTH OF YOU . SINCE CHRIS INVITED HER HERE . I WON'T STAND FOR ANY NONSENSE .,"I want you to act like he's coming back, don't think I haven't noticed you since Chris invited her here."
837,Ses01M_script01_2_F011,"Oh, laugh at me, laugh all you like but why does this happen to very night she comes back? She goes to sleep in his room and his memorial breaks in pieces. Look at it, Joe look.",ang,OH LAUGH AT ME LAUGH ALL YOU LIKE BUT WHY DOES THIS HAPPEN TO VERY NIGHT SHE COMES BACK  SHE GOES TO SLEEP IN HIS ROOM . AND HIS MEMORIAL BREAKS IN PIECES . LOOK AT IT JOE LOOK .,"Oh, laugh at me, laugh as much as you want, but why does this happen exactly the night she comes back? She sleeps in his room and his commemoration breaks into pieces."
838,Ses01M_script01_2_F012,"Believe with me Joe, you got to believe. Only last week a boy came back missing longer then Larry you read it yourself.",ang,BELIEVE WITH ME JOE YOU GOT TO BELIEVE  ONLY . LAST WEEK . A BOY CAME BACK MISSING LONGER THEN LARRY YOU READ IT YOURSELF .,"Just last week, there was a boy missing longer than Larry you read it yourself."
839,Ses01M_script01_2_F013,You above all have got to believe. Just don't stop believing.,ang,YOU ABOVE ALL HAVE GOT  TO BELIEVE JUST DON'T STOP BELIEVING .,"You have to believe everything, but don't stop believing."
840,Ses01M_script01_2_M000,"Well, maybe he wanted see her.",neu,WELL . MAYBE  HE WANTED SEE HER .,Maybe he wanted to see her.
841,Ses01M_script01_2_M001,"Well uh, He grew up next door to the girl, why wouldn't he want to see her?",neu,WELL . UH  HE GREW UP NEXT DOOR TO THE GIRL . WHY WOULDN'T HE WANT TO SEE HER .,"Well, he grew up next to the girl, why wouldn't he want to see her?"
842,Ses01M_script01_2_M007,And how do you know why she's waited.,neu,AND HOW DO YOU KNOW WHY SHE'S WAITED .,And how do you know why she waited?
843,Ses01M_script01_2_M015,What does that mean? Me above all? What does that mean?,ang,WHAT DOES THAT MEAN ME ABOVE ALL . WHAT DOES THAT MEAN .,"What does that mean? First of all, me? What does that mean?"
844,Ses01M_script01_2_M016,Look at you. You're shaking.,ang,LOOK AT YOU . YOU'RE SHAKING .,"Look at you, you're shaking."
845,Ses01M_script01_2_M017,"What the hell do you want from me, Kate?",ang,WHAT THE HELL DO YOU WANT FROM ME KATE .,"What the hell do you want from me, Kate?"
846,Ses01M_script01_3_F000,The only one I know still love his parents.,neu,THE ONLY ONE I KNOW STILL LOVE HIS PARENTS .,The only one I know still loves his parents.
847,Ses01M_script01_3_F001,Oh it's not bad thing it's good thing.,neu,OH IT'S . NOT BAD  THING  IT'S GOOD THING .,"It's not bad, it's good."
848,Ses01M_script01_3_F003,"Not sorry, no. I can't stay here.",sad,NOT SORRY NO I CAN'T . STAY HERE .,I can't stay here.
849,Ses01M_script01_3_F004,For one thing your mother as much as told me to go.,neu,FOR ONE THING YOUR MOTHER AS MUCH AS TOLD ME TO GO .,"On the one hand, your mother told me to go."
850,Ses01M_script01_3_F005,[BREATHING] And then you've been kind of...,sad,{BR} . AND THEN . YOU'VE  BEEN KIND OF .,And then you were kind of...
851,Ses01M_script01_3_F006,You've been kind of embarrassed ever since I got here.,sad,YOU'VE BEEN KIND OF EMBARRASSED EVER SINCE I GOT  HERE .,"Ever since I got here, you've been kind of embarrassed."
852,Ses01M_script01_3_F008,From her point of view why else would I come?,neu,FROM HER POINT OF VIEW WHY ELSE WOULD I COME .,"From their point of view, why else would I come?"
853,Ses01M_script01_3_F012,I almost got married two years ago.,neu,I ALMOST GOT MARRIED TWO YEARS AGO .,I almost got married two years ago.
854,Ses01M_script01_3_F014,Everyday since.,exc,EVERYDAY SINCE .,Every day since.
855,Ses01M_script01_3_F015,"Because I was waiting for you, Chris. Till then you never wrote me and then when you did, well, you sure can be ambiguous you know.",exc,BECAUSE I WAS WAITING FOR YOU CHRIS TILL . THEN YOU NEVER WROTE ME AND THEN WHEN YOU DID WELL . YOU SURE CAN BE AMBIGUOUS YOU KNOW .,"I've been waiting for you, Chris. You've never written to me by then."
856,Ses01M_script01_3_F016,I'll never forgive you for waiting so long. All I did was sit around and wonder if I was crazy for thinking about you.,hap,I'LL NEVER FORGIVE YOU FOR WAITING SO LONG ALL I DID WAS  SIT AROUND AND WONDER IF I WAS  CRAZY FOR THINKING ABOUT YOU .,I was just sitting around wondering if I was crazy thinking about you.
857,Ses01M_script01_3_F018,"Chris, what's the matter?",sad,CHRIS WHAT'S THE MATTER .,"Chris, what's going on?"
858,Ses01M_script01_3_F019,"No, what is it? Is your mother?",sad,NO WHAT IS IT  IS YOUR MOTHER .,"No, is it your mother?"
859,Ses01M_script01_3_F021,You got to tell me.,sad,YOU GOT TO TELL ME .,You have to tell me.
860,Ses01M_script01_3_F022,Wouldn't work like this.,sad,WOULDN'T WORK LIKE  THIS .,Wouldn't work like that.
861,Ses01M_script01_3_F023,"Yeah, sure.",sad,YEAH SURE .,"Yes, of course."
862,Ses01M_script01_3_F024,How many?,sad,HOW MANY .,How much?
863,Ses01M_script01_3_F025,[BREATHING]. Geez.,sad,{BR} GEEZ .,[GRUNTING]
864,Ses01M_script01_3_F026,Do you still feel that way?,sad,DO YOU STILL FEEL THAT WAY .,You still feel that way?
865,Ses01M_script01_3_F030,What would I do with a fortune?,hap,WHAT WOULD I DO WITH A  FORTUNE .,What would I do with a fortune?
866,Ses01M_script01_3_M000,"Yeah, that kind of went out of style didn't it?",hap,YEAH THAT KIND OF WENT OUT OF STYLE DIDN'T  IT .,"Yeah, it kind of got out of fashion, didn't it?"
867,Ses01M_script01_3_M001,You're not sorry you came?,hap,YOU'RE NOT SORRY YOU CAME .,Aren't you sorry you came?
868,Ses01M_script01_3_M002,Why not?,sad,WHY NOT .,Why not?
869,Ses01M_script01_3_M004,What?,neu,WHAT .,What?
870,Ses01M_script01_3_M006,You did?,neu,YOU DID .,Really?
871,Ses01M_script01_3_M007,Yeah--,neu,YEAH .,"Yeah, I don't know."
872,Ses01M_script01_3_M009,"Ann, I love you. I love you.",hap,ANN I LOVE YOU I LOVE YOU .,"Ann, I love you, I love you."
873,Ses01M_script01_3_M014,Why didn't you?,neu,WHY DIDN'T YOU .,Why didn't you do that?
874,Ses01M_script01_3_M016,why didn't you let me know?,exc,WHY DIDN'T YOU LET ME KNOW .,Why didn't you tell me?
875,Ses01M_script01_3_M018,I kissed you. I kissed Annie.,exc,I KISSED YOU I  KISSED . ANNIE .,"I kissed you, Annie kissed you."
876,Ses01M_script01_3_M019,I kissed you.,hap,I KISSED YOU .,I kissed you.
877,Ses01M_script01_3_M020,Do you want to go somewhere? Let's go.,sad,DO  YOU . WANT TO GO SOMEWHERE LET'S GO .,Are you going somewhere?
878,Ses01M_script01_3_M021,"No, no, it's nothing like that.",sad,NO NO IT'S . NOTHING . LIKE THAT .,"No, no, it's not like that."
879,Ses01M_script01_3_M022,I don't know it's--it's complicated. But it's going from me now.,sad,I DON'T KNOW IT'S  IT'S COMPLICATED . BUT IT'S GOING FROM ME NOW .,"I don't know, it's complicated, but it's starting now."
880,Ses01M_script01_3_M023,I don't know.,sad,I DON'T KNOW .,I don't know.
881,Ses01M_script01_3_M024,It's kind of all mixed up with all these other things.,sad,IT'S KIND OF ALL MIXED UP WITH ALL THESE OTHER THINGS .,It's all kind of confused with all the other things.
882,Ses01M_script01_3_M025,you know over seas I was in command of the company?,sad,YOU KNOW  OVER SEAS I WAS IN COMMAND OF THE COMPANY .,You know I was in command of the company over the sea?
883,Ses01M_script01_3_M026,Well I lost them.,sad,WELL I LOST THEM .,I lost them.
884,Ses01M_script01_3_M027,Pretty much all.,sad,PRETTY MUCH ALL .,Almost everything.
885,Ses01M_script01_3_M028,"Takes awhile to toss something like that off. I mean they weren't just men, you know.",sad,TAKES AWHILE TO  TOSS SOMETHING LIKE THAT OFF I MEAN THEY WEREN'T JUST MEN . YOU KNOW .,"It's gonna take a while to drop something like that, I mean, it wasn't just men, you know."
886,Ses01M_script01_3_M029,"For instance, there was this one time when this kid--it had been raining for like several days and he gave me his last pair of dry socks.",sad,FOR INSTANCE THERE WAS THIS  ONE TIME WHEN THIS KID  IT HAD BEEN RAINING FOR LIKE SEVERAL DAYS  AND HE GAVE ME HIS LAST PAIR OF DRY SOCKS .,"For example, there was this one time that this kid was raining for several days and he gave me his last dry socks."
887,Ses01M_script01_3_M030,He just put it in my pocket that's the kind of guys I had.,sad,HE JUST PUT IT IN MY POCKET . THAT'S THE KIND OF GUYS I HAD .,"He just put it in my pocket, the kind of people I had."
888,Ses01M_script01_3_M031,"They didn't die they killed themselves for each other and I mean that exactly, you know a little more selfish and they'll all be here today...",sad,THEY DIDN'T . DIE  THEY KILLED THEMSELVES FOR EACH OTHER . AND I MEAN THAT EXACTLY YOU KNOW A LITTLE MORE SELFISH AND THEY'LL ALL BE HERE TODAY .,"You didn't die, you killed yourself for each other, and I mean, exactly, you know, a little more selfish and they're all gonna be here today..."
889,Ses01M_script01_3_M032,"And I had this idea as I was watching them go down like everything was being destroyed, you know. But I felt like this one new thing was being made, you know it's kind of like this. This monument...",sad,AND I HAD THIS  IDEA . AS I WAS  WATCHING THEM GO DOWN . LIKE EVERYTHING WAS BEING DESTROYED YOU KNOW . BUT I FELT LIKE THIS ONE NEW THING WAS BEING MADE  YOU KNOW IT'S KIND OF LIKE THIS . THIS MONUMENT .,"And I had this idea when I watched them go down as if everything was being destroyed, but I felt that this one new thing was being done, you know, it's kind of like that."
890,Ses01M_script01_3_M033,"You know, that they were bringing something on to this earth, a kind of sacrifice you know.",sad,YOU KNOW THAT THEY WERE BRINGING SOMETHING ON TO THIS EARTH . A KIND OF SACRIFICE YOU KNOW .,"You know, they brought something to this Earth, some kind of sacrifice you know."
891,Ses01M_script01_3_M034,"I thought I would change everything you know, and I got back here and it was- it was like nothing had changed at all...",sad,I THOUGHT I WOULD  CHANGE EVERYTHING YOU KNOW AND . I GOT BACK HERE AND IT WAS  IT . WAS LIKE NOTHING HAD CHANGED AT ALL .,"I thought I'd change everything you know, and I came back, and it was like nothing changed at all..."
892,Ses01M_script01_3_M035,You know. I went to work with dad and I started that whole rat race again...,sad,YOU KNOW . I  WENT TO WORK WITH  DAD AND I STARTED THAT WHOLE RAT RACE AGAIN .,"You know, I went to work with Dad, and I started the whole rat race again..."
893,Ses01M_script01_3_M036,And no one had changed it was just like sort of random bus accident to them.,sad,AND NO ONE HAD CHANGED . IT WAS JUST LIKE SORT OF RANDOM BUS ACCIDENT TO THEM .,"And nobody had changed, it was like a random bus accident for her."
894,Ses01M_script01_3_M037,Driving my new car and I felt guilty you know opening my bank book seeing a new refrigerator.,sad,DRIVING MY NEW CAR AND  I FELT GUILTY YOU KNOW OPENING MY BANK BOOK SEEING A NEW REFRIGERATOR .,I drove my new car and felt guilty that you opened my bankbook with a new fridge.
895,Ses01M_script01_3_M038,'Cause you can take those things out of a war. But you have to realize that those things came out of the love that a man can have for another man...,sad,CAUSE YOU CAN TAKE  THOSE THINGS OUT OF A WAR . BUT YOU HAVE TO REALIZE THAT THOSE THINGS . CAME . OUT OF THE LOVE THAT A MAN CAN HAVE FOR ANOTHER MAN .,"Because you can take these things out of a war, but you have to realize that these things came out of love, which one man can have for another..."
896,Ses01M_script01_3_M039,And if you can't see that then it's just loot and there's blood all over it.,sad,AND IF YOU CAN'T SEE THAT  THEN IT'S JUST LOOT AND  THERE'S BLOOD ALL OVER IT .,And if you don't see it's just prey and there's blood all over it.
